sNRV,sOR,sENC,sENS,sLS,sAX_MX,sAX_MN,sROUND,sSC,sPD,sNRL_mean,sNRL_sd,sNRL_ar,sNRL_rg,sNRL_ent,sNRL_zc,mMU,mMA,mMUA,Class
0.109062570123782,0.871959400155478,0.718618318294697,1.82381104009826,1.43225758531348,262.661285354945,183.389697529482,0.518072221540594,7.27302385743588,5.65821704314097,0.605743878111408,0.248322103450376,0.181579475060976,0.00221640821902351,4.22923106491979,2,2,14,16,1
0.0804513251115193,0.824173712528824,1.04012640002992,0.44043360238733,3.22117809698396,102.166948825449,31.7172617438041,0.398914011529554,2.7221477968538,6.9532542157757,0.557053438176806,0.221461989485543,0.15663019683997,0.00886042894759019,4.11685966464012,8,2,2,4,0
0.0363233551445206,0.851029661817495,1.00206765194186,0.487894126974447,2.1858205188434,84.2674183918145,38.5518470823046,0.239299825597091,2.2794321520252,6.75343480703438,0.557490285128145,0.256266480986161,0.180713001567735,0.0116000662669856,4.20142406595945,2,2,3,5,0
0.0795437262357414,0.841955935409296,1.03285922600643,0.469372519162965,3.49218221772373,125.352555327503,35.89519318073,0.446448345032531,3.08237001680804,5.97402490490761,0.733457138233874,0.159705282359729,0.0959374108140039,0.00429992849425996,3.84820455552243,2,2,2,4,0
0.0414441083724821,0.828215816356484,0.981068554948323,0.520452049780381,2.19170317698013,75.1072977297747,34.2689185828814,0.264527179739918,2.27723586261807,7.70432443392081,0.76323333388155,0.163407306739778,0.0940535227320834,0.00628714949669319,3.82807005121797,2,1,2,3,0
0.0443177769861062,0.859033667437677,1.04444049366856,0.461241948857053,2.7185379679946,81.7639901079982,30.0764569303821,0.308118457089447,1.87577953146594,5.83117416587704,0.838595189070363,0.106300991618744,0.0557089046216614,0.00429705719325304,3.42581212360816,2,2,2,4,0
0.0336035123269166,0.86741964827168,1.05137269363309,0.411219022508194,2.59953276278766,73.7512375800593,28.370959056877,0.27561183954723,1.60164999570133,5.62494716003998,0.864117357324414,0.0876317825904917,0.0444157578570499,0.00376702718008749,3.25940242041557,2,2,2,4,0
0.149985554500805,0.77541814698016,0.858073045635219,1.0238188442892,1.64648103745888,78.8414922725467,47.8848468210893,0.399669863747926,3.52728565774082,10.4614257075083,0.663812009340904,0.237304583795146,0.152549232661721,0.00803645959657046,4.13527181964393,2,1,5,6,1
0.198909845994117,0.632862732535524,1.00179784604215,0.635019240392746,2.23472866507185,124.154850556278,55.5570134740657,0.477858826108207,7.90240501057544,16.7110948856984,0.576127339758543,0.244516518091422,0.168510626343822,0.0113160976332231,4.23882150514398,6,2,3,5,1
0.085498469753207,0.794804128547971,0.98377785171824,0.62303447457426,1.81592350490728,68.9992723281306,37.9967945465047,0.249788692081898,2.68293523159711,9.66421200500841,0.693869588161701,0.200810376372901,0.127658326695458,0.00817572157655659,4.03247566762937,2,2,3,5,0
0.0457070306300587,0.91189751128846,0.973985529061258,0.500932587263523,2.25254371953423,80.9961020223793,35.9576159698811,0.237594322877244,1.26571013629555,3.92459252845982,0.666338498454572,0.213493658857679,0.139848388727933,0.00782020602293586,4.10069903768404,2,2,2,4,0
0.105002725709733,0.874427716615915,0.904169255332652,1.22279195543274,1.47873008952996,103.030612140304,69.6750629947983,0.251313934080624,2.53343596152139,5.78606493466803,0.726568418980125,0.191813449155221,0.117549397768427,0.00526864587164067,3.83272470117386,2,2,4,6,1
0.100625257661124,0.859481700465052,0.846983391659743,0.904971397619331,1.60407628408202,118.445150447236,73.8400982687804,0.356072601489449,3.62168818806693,6.58931182418135,0.673740312509162,0.218339479682807,0.142432633588929,0.00528344972213348,4.15673730810993,2,3,5,8,1
0.0350098882890587,0.922326858433194,1.01672545067742,0.461159368418155,2.73052101698028,129.685212565237,47.4946765685978,0.306424671855231,1.60302553147071,3.23495243178941,0.822048720527661,0.111898314968101,0.0592840525477471,0.00270985006885463,3.50960185453126,2,2,2,4,0
0.0356855869676383,0.892382404026798,0.961955978231064,0.731077500922231,1.55512676134892,115.394741220091,74.2027878936357,0.137258689000904,2.48052358890836,5.23299175857129,0.610255597311941,0.280422670610967,0.188533012764694,0.00762134116721531,4.37641378102652,2,1,2,3,0
0.0283617515985274,0.871825487944891,0.948708062967381,0.693927938842329,1.54476196700277,100.723882023227,65.2034968330153,0.167615018737349,2.52764436363284,6.08550934939267,0.611109445197864,0.263149274816419,0.184598246537691,0.00850642963784347,4.16714021836405,2,2,3,5,0
0.0881619074022734,0.571848648648649,1.26919327887115,0.452575566405179,2.54990626575714,96.7068099358805,37.9256332809416,0.304529004648353,6.79917745611108,19.7658901036829,0.836525355625752,0.105760734291763,0.0563159016346145,0.00512960762346681,3.30534013271998,2,1,1,2,0
0.0210383440787241,0.953358625306851,1.00155129942636,0.459562734568479,1.42291955775391,44.6820087056492,31.4016407056629,0.0167271330181266,0.466480187360812,2.48179687360008,0.836013755898727,0.117358623312678,0.0630260995511644,0.00641618737333231,3.42699002013977,2,0,1,1,0
0.0682665076762558,0.846099985996359,1.00912082910262,0.468400326145412,2.37308899638096,51.0449979736613,21.509938334174,0.249966743269668,1.29241412651661,6.57445298106072,0.816995518568962,0.1242195816435,0.0657446818705248,0.00729858018900726,3.61219828531075,2,1,1,2,0
0.0227866128649418,0.944457464260605,0.99779299847793,0.406783108331427,1.28012448138514,29.1124888129346,22.7419202087549,-0.0330885137798331,0.376165071657691,3.00442003857313,0.889096080699876,0.0758372151129505,0.038143855315358,0.00612539454732055,3.03403222549171,2,0,0,0,0
0.181928379183531,0.632585667794014,1.01455211555209,0.739960219738587,2.01622049729684,141.252616430176,70.058119446536,0.435001118829222,9.2133490147493,16.8324628815875,0.625284492518488,0.190572003398704,0.131725813317783,0.0104473796755606,4.08823255544848,4,2,4,6,1
0.14810379241517,0.724629913692731,0.874116411214274,0.8554231054283,1.5752211963233,112.372392743721,71.3375321548539,0.384909475511557,6.00409429680261,13.2047580948818,0.676855541724154,0.216968680936798,0.130782649638555,0.00968736357145346,4.09278479764596,4,3,3,6,1
0.0391269630023955,0.820475235303194,1.02288881278698,0.512442094043373,1.75335570341081,59.5042303049107,33.9373409452268,0.170743015064821,1.97118799113995,8.40933393619274,0.76301600229588,0.147149982550684,0.0845640591141857,0.00711956863031523,3.75680858357232,2,1,1,2,0
0.0752103621064574,0.902711476035898,0.961186802544406,0.540421712129262,3.11754050753506,100.125190455763,32.1167247751109,0.405091063555384,1.54932713398405,3.86629151922621,0.63382408176521,0.20620238489081,0.142274005425219,0.00654176626839495,4.1395878324781,2,2,2,4,0
0.0541903596535426,0.784887450725649,1.04282684641223,0.507742399982807,2.83433374569872,332.295538349519,117.239382572288,0.392332015243957,11.9625958346872,9.0084874172984,0.530361867912052,0.267834167131416,0.21896091171898,0.00283259603907317,4.43992044991465,2,2,2,4,0
0.0128433700326999,0.956829783856495,0.994576316138443,0.493326755643258,1.72657052256316,179.454475328586,103.936950725985,0.1041736688095,1.46770293780306,1.99994109637931,0.717231730248144,0.195836011987694,0.119658467295007,0.00293412761478647,4.03166747716445,2,2,4,6,0
0.0350815492152811,0.907762479939184,1.01716491736036,0.464935336034386,2.22054634423285,90.443968161071,40.7305023810784,0.198474027605105,1.41807241684209,4.1089007685983,0.77525424186075,0.149348793089574,0.0839299919616229,0.00481849379147699,3.79506690068342,2,2,2,4,0
0.0458721409111069,0.90684398720281,0.977035228211297,0.465557903764281,1.86147426925941,67.2862386761746,36.1467465800343,0.154631382487307,1.21666558428038,4.40149757681759,0.768541734981592,0.152706665719705,0.087447789895355,0.00633703330852668,3.81354528659113,2,1,1,2,0
0.193516943208509,0.821973986348338,0.63859474638741,1.77827074212948,1.16884878522475,210.595877355282,180.17375730496,0.61522442327882,8.85293714193262,7.93171960300584,0.728371140574245,0.117022030491731,0.0645374121144244,0.00517998502222233,3.78738542535665,14,3,12,15,1
0.138832555084837,0.847885554572688,0.737575870141961,1.47825978822491,1.33223481524679,233.820747348121,175.510161326033,0.506897515911662,7.48921951228907,6.56070402511712,0.643040159613067,0.206755621283473,0.143994169473298,0.00375576349717764,4.0898752083324,2,3,10,13,1
0.229149487007383,0.725979631952745,0.796411477631466,1.22949811886788,1.81111656488939,164.530552581889,90.844816822675,0.515015246488428,8.87507180567406,12.3016855967456,0.605283581358242,0.209551833562922,0.144006664286562,0.00738957184536833,4.19942333578831,6,3,8,11,1
0.134945274679015,0.747607235919022,0.826689850881863,1.22005979179222,1.17515222256375,117.17362545069,99.7093169726216,0.383182002163793,6.82642600587212,12.3280349209905,0.62708414698703,0.208078688326797,0.139558412213496,0.0071712881230077,4.13066689986621,4,4,7,11,1
0.0149553943193417,0.945564991987545,1.00796638279634,0.494541555356301,1.79087024542821,260.922574073122,145.695968057548,0.126522494757114,2.57990321260165,2.54746521935371,0.715089753480872,0.200982715035286,0.122997968268389,0.00218366314279878,4.03346702652686,2,2,3,5,0
0.0561980751830221,0.891881093175643,0.940413573146502,0.628254203882389,2.59966302525375,158.612142715943,61.0125778514932,0.384141000220227,2.79945569320004,4.37383167153267,0.676026395608947,0.198768152501832,0.127452001900358,0.00403585302929172,4.0248038660092,2,2,2,4,1
0.0712410609215171,0.878800650249865,0.913446634079818,0.72043608082772,1.65558547606222,91.079198287498,55.0132866012621,0.240245739995868,2.18901504312418,5.51688302155246,0.740997063923023,0.16366498997594,0.0973950280920368,0.00461043314012227,3.83132289589952,2,2,4,6,1
0.112080542122381,0.844629871705557,0.84987307166569,1.43835301686503,1.19484135538719,151.579855988457,126.861909579065,0.314242929532976,5.54019446088455,7.51894802663845,0.629382486359578,0.281183283552983,0.191544768377433,0.00542307750189089,4.31976911570961,2,2,11,13,1
0.0796505737963563,0.874353529044347,0.869838851256231,1.33758568164509,1.07146367429877,139.301237068576,130.010228447308,0.253191497115032,3.99441201376858,6.01847183917384,0.589159683823113,0.276009073426076,0.204189728314497,0.00502006159735065,4.36822670113278,2,5,9,14,1
0.0602999579498201,0.847495042130672,0.932012051254129,0.655223921629721,1.93085643887037,179.631923002432,93.032252106492,0.279599842317958,4.94760494627464,7.0015145934918,0.622473736399774,0.236095506106998,0.162497973900134,0.00375784310379196,4.2108868814278,2,2,4,6,1
0.0687910254440078,0.868545108554623,0.9204403994578,0.683737564992637,1.93220533088808,164.215934611553,84.9888632364325,0.291584088106988,3.84517959248736,5.85968676415741,0.676248414450273,0.211849189983076,0.137484134385746,0.00369810666126182,4.02576939574535,2,2,3,5,1
0.0944020629633609,0.815831751131883,0.89968170824927,0.633744454736021,2.02249652826026,119.982930480779,59.3241712923919,0.350414185201611,3.96460753199025,7.8501832027869,0.597894308486372,0.224078895445383,0.159953651469241,0.00542721498320532,4.27236529850235,2,2,4,6,1
0.09295137580098,0.842575005993103,0.924551187348743,0.637303057811159,2.37321506429488,139.598587847125,58.8225609837858,0.375350956560757,3.87467545134972,6.65162029792726,0.611703779786727,0.209048219892653,0.148318764956795,0.0046887037492948,4.18344434966703,2,2,4,6,1
0.0643206862251159,0.875512199952958,0.980156014780348,0.670751405840191,1.64792875507558,143.78412040262,87.2514178539383,0.18099253162066,3.28423855926446,6.00589693018438,0.727541754072927,0.147804825960115,0.0876337616307303,0.00700360541535645,3.84350878631071,4,2,2,4,0
0.033627920910725,0.792103771995651,1.07089883758237,0.567504191464967,2.02810768075243,145.028715652987,71.5093764642621,0.228493667879704,5.20228643318238,9.58654832188999,0.59218998183282,0.199474861056488,0.141670890591841,0.00729052268237578,4.10693456058411,4,2,2,4,0
0.0606677787096001,0.791065194037868,0.939387123742271,0.763462233465847,1.81134409812936,179.014354991462,98.829568151262,0.279094419936641,6.79939078855467,9.71174183523265,0.579258627517049,0.175841919397386,0.124814058759498,0.00513100782717095,4.02950293529526,4,2,2,4,0
0.0580414937759336,0.847918236623964,0.949419885275024,0.622344832089324,2.2805569747315,210.08210863265,92.1187722825403,0.330776160708524,5.68055145456249,6.532073328539,0.576172426614967,0.199538443518234,0.143770728962996,0.00495240218961296,4.16364537936307,4,2,3,5,0
0.085148183945008,0.89133559793805,0.8854280001595,1.14516585604365,1.97461675202181,256.929099039132,130.115932003546,0.354350338300029,5.74119052034952,5.00135267566814,0.611286413696383,0.249172553887518,0.176352516935974,0.00298584546713479,4.2864341021767,2,2,5,7,1
0.0967509402423736,0.900601183076857,0.892558377034351,0.813148906408089,2.13212812740614,248.036075589514,116.332631421764,0.375994089744466,4.79040773970174,4.50662984195045,0.583450806180929,0.262638106789466,0.194207223155856,0.00329224746285328,4.36522003301625,2,2,4,6,1
0.175884687019192,0.625739000560085,1.02772546366556,0.670137941668347,1.98587698945817,70.7088035226346,35.6058325354416,0.405757061554117,4.63355865628508,17.4751518960592,0.551600293535859,0.309643426620542,0.24884587793986,0.0146600825696724,4.35083722025939,2,2,3,5,1
0.0999843774410248,0.705998397139511,1.06636858499972,0.62139215071373,2.10433643911776,73.2993404627191,34.8325196960662,0.306495452175916,3.44290600275328,13.22938175506,0.513295420426305,0.277230157412599,0.227711886772237,0.0142115449695153,4.24178454067639,2,1,2,3,1
0.108406386975579,0.830022932618203,0.893048128342246,0.919311654983169,1.59433935115846,140.114823099615,87.8826850744201,0.338932137957238,4.58535071177953,7.78596979882369,0.661714598003785,0.166231932566681,0.103675349029086,0.00776115628899029,3.95987796411031,8,2,6,8,1
0.0748851751424935,0.8388209149659,0.916223830410056,0.770017853973292,2.14381730450436,161.939304761292,75.5378289096944,0.398991309373402,4.73877739499607,6.9768850006174,0.629985172714366,0.188333276681092,0.12667657815016,0.00711396989596744,4.13991661806345,4,2,4,6,1
0.0397268777157045,0.912398516588153,0.990908948170014,0.554587228648392,1.59938101459819,49.7868553873753,31.1288272981552,0.10390434453411,0.834253768484587,4.26662566402872,0.656143344589507,0.235403704202153,0.158470265056107,0.0127769906760791,4.05217252575337,2,1,1,2,1
0.0639470782800441,0.781940441882805,0.983574361721121,0.499183154837539,1.46671287191573,34.1394993253919,23.276198074679,0.173823807634403,1.5115599051039,10.7589451058355,0.738262346501148,0.159253318267375,0.0941338124561872,0.012549082272759,3.85296417600369,2,0,1,1,1
0.0404885474224209,0.900959437192507,1.00373525320229,0.465731603601658,3.11931782169113,202.323160175963,64.8613484554369,0.358988534989173,3.21679684340023,3.9481987316912,0.644480865388574,0.208775609456808,0.139642312639545,0.00333265386413454,4.14082175847011,2,2,2,4,0
0.0255608643504591,0.917578382449863,1.01690227705493,0.456406889868392,2.28273513912156,137.652664668836,60.3016365366886,0.214190489269096,1.85787523854516,3.67736454485339,0.708279339396245,0.18434471139558,0.112276706312217,0.00408155860790654,4.01314692648275,2,2,2,4,0
0.12164096846533,0.793060304246569,0.845110803289779,1.20218034464458,1.11007173502601,115.154122368581,103.735748542307,0.330457266404767,5.77004952936032,10.1986972225893,0.643463833363294,0.14749143027128,0.0923034101155889,0.00702078215232173,3.83889887568709,6,3,7,10,1
0.125673859022582,0.841540611640908,0.862735330669762,1.13394882051465,1.43118167156357,125.990730653713,88.0326608124236,0.33246298753145,4.23749999751308,7.52113147513731,0.532508427635174,0.209555848168688,0.159579186986942,0.00625637944322978,4.21721943122912,6,3,5,8,1
0.0391990448379533,0.92049581446219,0.967284230795681,0.605746917231651,1.83838603403214,143.081636466935,77.8300279800937,0.206462164000864,2.09648404599379,3.64453824500916,0.618898325092212,0.276845335535869,0.182299380375187,0.00677521053812299,4.34622491148548,4,2,3,5,1
0.0851940438828133,0.806381265101295,0.979662396283781,0.670753100943182,2.10300858278588,162.991070480438,77.5037590500569,0.33626546559658,6.24140555572488,8.99527749013243,0.534710261956306,0.283686063878136,0.231252981450006,0.00557546346206888,4.4415409457897,2,2,1,3,1
0.0208819282461402,0.954316686024003,0.994599925147477,0.507699107644157,1.38201629469347,62.3066176608376,45.0838516883457,0.0252138606666258,0.618077659850786,2.33697200449671,0.870452309682331,0.0905164908495878,0.0465624909299521,0.00348174028830121,3.23781756745982,2,1,1,2,0
0.0159762404629013,0.965682037724338,1.0042539711273,0.394303997115948,1.49566871051491,67.9315433328345,45.4188436618748,0.0369057800619601,0.450442463897642,1.72985219624616,0.861570404676365,0.0957596825431223,0.0498815216803623,0.00354045784200258,3.24885315805555,2,1,0,1,0
0.112102579484103,0.79315336180068,0.964307863661102,0.557823307826589,2.02673130739767,64.4222182050606,31.7862648935832,0.256174305140563,2.462640371363,9.81651886426656,0.854388912444631,0.087372150014217,0.0438396833861427,0.00392710909591479,3.32069703076053,2,1,3,4,0
0.0285594288114238,0.954641350210971,0.994705603038936,0.465427118886794,1.2820434206113,30.6940041209472,23.9414700215939,-0.0182185208487955,0.333227300710654,2.39444977386005,0.895521803424757,0.0726200292150882,0.0363221843907739,0.00548654552132628,3.03248278935624,2,0,0,0,0
0.0921669083965483,0.804044899372002,0.919657282741738,0.79855195911414,1.48244323710659,149.814621788591,101.05926354455,0.257055669872656,6.09756919968591,9.35991526468998,0.634515654746321,0.27059304699739,0.190421405405609,0.0047271441194065,4.25408331915327,2,3,5,8,1
0.0634595293766479,0.858753778191118,0.90763595328509,0.811600209190571,1.63060496553086,158.98856113016,97.5028069281025,0.258326273786415,4.30608902933562,6.61768417053756,0.634442941527574,0.25150575666262,0.173267258386322,0.00421212381113492,4.27901114878746,2,2,4,6,1
0.0538390871289044,0.876222421694147,0.936277302259174,0.689299302228863,1.64676223515923,102.523682941071,62.2577326296031,0.200711276766761,2.44334104892261,5.78944126540446,0.682569748018602,0.21895417185456,0.143090279265522,0.00561204003248448,4.0106258826451,2,2,2,4,1
0.0733268052740646,0.86158819963629,0.893233890570956,1.06552021147049,1.74099577654911,107.932570721982,61.9947343789188,0.296851681821744,3.00479389968213,6.28956123402461,0.626705447599231,0.233125695270579,0.163342940263327,0.00584404901574172,4.18645335629503,2,2,5,7,1
0.0422941227088891,0.923230059996643,0.941779448030112,0.770514960832156,1.48520506362506,241.814728271458,162.815717636487,0.163262238515737,3.63739098733132,3.60848529150257,0.68860868901462,0.222103977514007,0.142117974407142,0.00245922873523241,4.12092134795613,2,2,6,8,1
0.0732980343697914,0.862741103199722,0.910195711135298,1.04241745542921,1.51417243305534,255.93874912471,169.028799849611,0.255284011507136,7.33897598218434,6.56494886554167,0.68442718178466,0.205731661619739,0.129523714886572,0.00218567963757975,4.11582726272044,2,3,8,11,1
0.0445020014127619,0.644423335708066,1.23701939005727,0.382623778792439,2.33615520204773,68.3905693771382,29.2748398382056,0.209402482783013,4.10978900100835,16.5662806479309,0.630318919462665,0.258431553386667,0.180473381628221,0.0139826328304041,4.1098150218063,2,2,2,4,0
0.0263656884875847,0.960892840940024,0.990395638936763,0.47529245818193,1.42817320019177,49.5126388938905,34.6685114153116,0.0271591858815012,0.449029584649201,2.11655757646362,0.615837434973774,0.263904503777825,0.181313869074321,0.0155982870541408,4.1588892203316,4,0,1,1,0
0.121623842656002,0.81704886327755,0.81307156011955,1.29737087437834,1.52827164970719,215.775141539422,141.188997113676,0.42434888355088,7.86144336061514,8.25441009364968,0.640572540542745,0.181027161215658,0.115705501159465,0.00482865370009418,4.13201630474702,4,2,6,8,1
0.100216130963681,0.861823351595092,0.863423765209972,1.14489939583349,2.25922052862761,220.87846939816,97.7675559332561,0.459982169622957,5.54277150876999,5.70946270673852,0.557823322701998,0.217360661276903,0.151054640839808,0.00472144992578002,4.23586692593734,8,3,8,11,1
0.210458296053286,0.744893567716092,0.755632914205989,0.850786524989591,1.70196321779122,88.1670336570409,51.8031369511395,0.561954643608587,4.19610664339625,10.2939872253002,0.63499929211122,0.208608888561503,0.138044272633202,0.00769070129227241,4.228615956918,2,3,4,7,1
0.220327061719712,0.749694141102905,0.699598784847416,1.01978716055069,1.46352205262524,69.4719569493229,47.4690195646218,0.589555800495759,4.28273535415637,11.0723631054295,0.578862026808487,0.229252128480629,0.169188384665718,0.00947006137807534,4.19371276702832,2,3,5,8,1
0.103360906177808,0.867283636733449,0.890651967961416,0.700101340636048,1.93864787353208,107.091311950493,55.2402080917256,0.326787530883469,2.71207189271501,6.02419961683382,0.644323365029741,0.223317910402705,0.150528525852503,0.00585304078889308,4.23110428779693,2,2,3,5,1
0.266350026265102,0.72057058443357,0.7469324408139,1.21302567634791,1.63181490952654,102.85908619663,63.0335496974192,0.568835236053224,5.60571747941779,12.5044782058319,0.546953628754908,0.273054050803201,0.216046168491671,0.00848638061564889,4.34092839281195,4,3,4,7,1
0.0520547945205479,0.852357781646653,0.924298166020512,0.719899571035049,1.88158854273606,137.713561060711,73.1900508176238,0.276440783806082,3.80197555717295,6.70061457656234,0.563164620660779,0.205929418107487,0.138356263838826,0.00657958019330272,4.19647710203524,8,2,2,4,0
0.0582017462381572,0.801983255558606,0.926434091818826,0.634808792932684,1.61095842668678,117.832125502061,73.1441131875784,0.245128164551392,4.57586261257589,9.3162134164104,0.601596024563221,0.183589628531909,0.122297795388803,0.00695028801655624,3.95950833737821,4,2,3,5,0
0.101871247032537,0.741058349609375,0.94173960498744,0.822797689088641,1.55734789465138,87.8608012093648,56.4169390224994,0.298410899824174,4.56400690406298,12.6764894943592,0.675438314958313,0.191057645802357,0.123528352200028,0.00581383149489865,4.01164346459151,2,1,2,3,1
0.0874641403696044,0.834396770623087,0.890437658732503,1.17499905242012,1.22404036580001,74.9039929327626,61.1940545635573,0.234635034702515,2.73899314488929,7.98241626184492,0.766322461735878,0.163315522434156,0.0943073926119955,0.00517568680801915,3.79003099070619,2,2,2,4,1
0.225460699511094,0.652641406174548,0.897853339675622,0.773319205660184,1.94095165185551,97.1651981788645,50.0605968654481,0.523649121913388,6.6061221326208,15.5854085849448,0.695299629879207,0.198380645491526,0.12420849612585,0.0086305873408115,3.9423155468131,2,2,4,6,1
0.148643735001091,0.716868402315574,0.993716657782404,0.688484152193012,1.86370229636936,97.1724575379354,52.1394740604415,0.3513426978217,4.89774549594667,13.161958615173,0.772960597599236,0.169885862452435,0.098256017722796,0.0065916181647931,3.70651520862636,2,1,2,3,1
0.0564596479574892,0.846658338538414,0.95700477922819,0.503121214944564,2.29902259824668,47.2711532528101,20.5614130495546,0.292658602308511,1.2345870527109,6.74341844569802,0.666083153666556,0.185479474674097,0.119592121420511,0.0123793430916446,3.94595188963409,2,2,2,4,0
0.0604314420803782,0.693804347826087,1.14692088750889,0.401855585792642,2.85311300582592,64.5071575397783,22.6093945133115,0.348461200955636,3.44873288700636,12.9174617466873,0.630579204815671,0.218823536457654,0.151265834024778,0.0122698242640209,4.06863415495788,2,2,2,4,0
0.0526315789473684,0.871532486746394,0.94656616979037,0.533219579822971,1.72764388016445,45.9330221187191,26.5870892989513,0.173891270438623,1.13643912970109,6.07159244329025,0.81252629439583,0.130739699394088,0.0722184116417707,0.00766375777851308,3.4879476370772,2,2,2,4,0
0.0475306349795767,0.908153874470826,0.972639265364828,0.523250523250523,1.20686268756587,31.6293702588597,26.2079278651437,0.0186186103209983,0.690138890316211,4.89722987890264,0.883991811895002,0.0781923724258261,0.039271372519744,0.00557969353737131,3.07623827002817,2,0,0,0,0
0.107321002571491,0.876216990136812,0.845442081747025,1.29860900239693,1.35951216616669,113.978935716383,83.838113812369,0.324294702535789,3.23510050989743,5.93760785997631,0.674960907994754,0.244635521537557,0.160012467510114,0.00547552198659991,4.04876360849877,2,2,9,11,1
0.112241337663383,0.841524973432519,0.869846757889185,0.888436015764476,1.26597163392099,85.2151374083381,67.3120432757314,0.30245336240821,3.01412123983284,7.46994294785606,0.76875766676366,0.158957483054583,0.0893829216918735,0.0115650496873853,3.78544448576623,2,3,5,8,1
0.0309155018259665,0.872346654955351,1.00499496252715,0.562577195743025,1.67281568525406,93.8147371454372,56.0819329782821,0.127291945646552,2.28017189309446,6.11071711391638,0.696220303331361,0.217003651217753,0.138232878151759,0.00623467860379687,4.10001372082484,2,1,1,2,0
0.0258022637835206,0.933408665835411,1.01289288036976,0.534245635360199,1.53859462204808,79.0523736054268,51.3795982857377,0.0720861015489903,1.08491755043534,3.35447623641533,0.709102828361953,0.201035054786591,0.126094551573752,0.00673423039614632,4.03539124094517,2,2,2,4,0
0.133433238423498,0.741719520789288,0.97858989214725,0.5501512004955,2.65175707501525,121.877512500273,45.9610398134123,0.422689177731933,5.60869352058401,10.9040565890305,0.702717732499324,0.198426195696442,0.122250601563451,0.00495865527909769,4.07877288379868,2,2,3,5,0
0.0407619555081924,0.910523206197072,0.97315977421956,0.591856060606061,1.35536925963459,56.1685189864442,41.4414880573484,0.0756601563290765,1.06968567522589,4.54585509029948,0.815856377021114,0.133715267788942,0.0734952552537404,0.00577547677983858,3.44128307969041,2,1,1,2,0
0.147187329328236,0.807391983342009,0.859667514079934,0.809660633707554,1.05242919723369,67.1093985144043,63.7661884436514,0.291736583113878,3.37196296209437,9.6225627621517,0.650973876661766,0.202932933858407,0.136618052563271,0.0117970421504309,4.07308784966886,4,2,4,6,1
0.0661627976726051,0.868889797348596,0.916596666788406,0.951849687439126,1.21620704903597,79.5253908801453,65.3880364722282,0.19441635908914,2.24710068787244,6.28092617888522,0.587254160584786,0.306273490483653,0.226583170392576,0.0101123399679001,4.21356580873525,2,2,5,7,1
